Relationship.StartNode.NodeID,Relationship.StartNode.NodeIDType,Relationship.EndNode.NodeID,Relationship.EndNode.NodeIDType,Relationship.RelationshipType,Relationship.RelationshipStatus,Relationship.Period.1.startDate,Relationship.Period.1.endDate,Relationship.Period.1.periodType,Relationship.Period.2.startDate,Relationship.Period.2.endDate,Relationship.Period.2.periodType,Relationship.Period.3.startDate,Relationship.Period.3.endDate,Relationship.Period.3.periodType,Relationship.Period.4.startDate,Relationship.Period.4.endDate,Relationship.Period.4.periodType,Relationship.Period.5.startDate,Relationship.Period.5.endDate,Relationship.Period.5.periodType,Relationship.Qualifiers.1.QualifierDimension,Relationship.Qualifiers.1.QualifierCategory,Relationship.Qualifiers.2.QualifierDimension,Relationship.Qualifiers.2.QualifierCategory,Relationship.Qualifiers.3.QualifierDimension,Relationship.Qualifiers.3.QualifierCategory,Relationship.Qualifiers.4.QualifierDimension,Relationship.Qualifiers.4.QualifierCategory,Relationship.Qualifiers.5.QualifierDimension,Relationship.Qualifiers.5.QualifierCategory,Relationship.Quantifiers.1.MeasurementMethod,Relationship.Quantifiers.1.QuantifierAmount,Relationship.Quantifiers.1.QuantifierUnits,Relationship.Quantifiers.2.MeasurementMethod,Relationship.Quantifiers.2.QuantifierAmount,Relationship.Quantifiers.2.QuantifierUnits,Relationship.Quantifiers.3.MeasurementMethod,Relationship.Quantifiers.3.QuantifierAmount,Relationship.Quantifiers.3.QuantifierUnits,Relationship.Quantifiers.4.MeasurementMethod,Relationship.Quantifiers.4.QuantifierAmount,Relationship.Quantifiers.4.QuantifierUnits,Relationship.Quantifiers.5.MeasurementMethod,Relationship.Quantifiers.5.QuantifierAmount,Relationship.Quantifiers.5.QuantifierUnits,Registration.InitialRegistrationDate,Registration.LastUpdateDate,Registration.RegistrationStatus,Registration.NextRenewalDate,Registration.ManagingLOU,Registration.ValidationSources,Registration.ValidationDocuments,Registration.ValidationReference
0RL818ELFOHP5JHOFU19,LEI,549300FC3G3YU2FBZD92,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,ACCOUNTING_PERIOD,2019-02-08T00:00:00.000Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,ACCOUNTING_CONSOLIDATION,100.00,,,,,,,,,,,,,,2012-06-06T15:51:00.000Z,2025-10-09T20:40:52.300Z,PUBLISHED,2026-10-16T23:25:00.000Z,5493001KJTIIGC8Y1R12,ENTITY_SUPPLIED_ONLY,OTHER_OFFICIAL_DOCUMENTS,
1VUV7VQFKUOQSJ21A208,LEI,969500TJ5KRTCJQWXH05,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2018-01-01T00:00:00.000+01:00,,RELATIONSHIP_PERIOD,2018-01-01T00:00:00.000+01:00,2018-12-31T00:00:00.000+01:00,ACCOUNTING_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,OTHER_ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31T00:00:00.000+02:00,2025-08-28T22:36:40.575+02:00,PUBLISHED,2026-09-19T00:00:00.000+02:00,969500Q2MA9VBQ8BG884,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
1VUV7VQFKUOQSJ21A208,LEI,969500TJ5KRTCJQWXH05,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2018-01-01T00:00:00.000+01:00,,RELATIONSHIP_PERIOD,2018-01-01T00:00:00.000+01:00,2018-12-31T00:00:00.000+01:00,ACCOUNTING_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,OTHER_ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,2018-06-26T00:00:00.000+02:00,2025-08-28T22:36:40.574+02:00,PUBLISHED,2026-09-19T00:00:00.000+02:00,969500Q2MA9VBQ8BG884,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
21380014IC45ODKXQT46,LEI,9695009HV2986MDEQ760,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z,ACCOUNTING_PERIOD,2016-07-22T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2016-07-22T00:00:00Z,2023-07-23T00:05:32.507Z,LAPSED,2023-07-22T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
21380014IC45ODKXQT46,LEI,529900K9B0N5BT694847,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,ACCOUNTING_PERIOD,2016-07-22T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2016-07-22T00:00:00Z,2023-07-23T00:05:32.507Z,LAPSED,2023-07-22T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,ACCOUNTS_FILING,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/investor-relations/en/results-reports/annual-report/ar-2021/en-Allianz-SE-Annual-Report-2021.pdf
21380017BQK1NEOEXR43,LEI,39120001AX50UKJ6HG21,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2017-07-17T00:00:00Z,,ACCOUNTING_PERIOD,2017-07-17T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2017-07-17T00:00:00Z,2020-08-02T00:05:01.770Z,LAPSED,2020-08-01T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,ACCOUNTS_FILING,"URL not publicly available, validated from document provided by client"
21380017BQK1NEOEXR43,LEI,39120001AX50UKJ6HG21,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2017-07-17T00:00:00Z,,ACCOUNTING_PERIOD,2017-07-17T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2017-07-17T00:00:00Z,2020-08-02T00:05:01.770Z,LAPSED,2020-08-01T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,ACCOUNTS_FILING,"URL not publicly available, validated from document provided by client"
21380019LD1QA1IY1Y94,LEI,549300KDOPLFHAW51H26,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,ACCOUNTING_PERIOD,2017-12-19T16:47:22.637Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2015-12-16T00:00:00Z,2025-11-25T10:55:55.583Z,PUBLISHED,2026-12-20T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,ACCOUNTS_FILING,https://find-and-update.company-information.service.gov.uk/company/01404713/filing-history/MzM4ODMyODIzMGFkaXF6a2N4/document?format=pdf&download=0
21380019LD1QA1IY1Y94,LEI,5493001Z3ZE83NGK8Y12,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,ACCOUNTING_PERIOD,2017-12-19T16:48:06.890Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2015-12-16T00:00:00Z,2025-11-25T10:55:55.583Z,PUBLISHED,2026-12-20T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,ACCOUNTS_FILING,https://www.annualreports.com/HostedData/AnnualReports/PDF/LSE_PRU_2022.pdf
2138001PRWAGS37ISA11,LEI,9695009HV2986MDEQ760,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z,ACCOUNTING_PERIOD,2016-07-22T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2016-07-22T00:00:00Z,2022-10-05T07:33:57.527Z,LAPSED,2019-07-22T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
2138001PRWAGS37ISA11,LEI,529900K9B0N5BT694847,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z,ACCOUNTING_PERIOD,2016-07-22T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2016-07-22T00:00:00Z,2022-10-05T07:33:57.527Z,LAPSED,2019-07-22T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
2138001Q77JDLESS4Y50,LEI,MLU0ZO3ML4LN2LL2TL39,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,ACCOUNTING_PERIOD,2018-01-03T15:46:49.507Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,OTHER_ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,2014-01-31T00:00:00Z,2026-01-05T08:45:49.613Z,PUBLISHED,2027-01-31T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,ACCOUNTS_FILING,https://www.annualreports.com/Click/24074
2138001Q77JDLESS4Y50,LEI,MLU0ZO3ML4LN2LL2TL39,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,ACCOUNTING_PERIOD,2018-01-03T15:46:35.967Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,OTHER_ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,2014-01-31T00:00:00Z,2026-01-05T08:45:49.613Z,PUBLISHED,2027-01-31T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,ACCOUNTS_FILING,https://www.annualreports.com/Click/24074
2138001UTQ3CLM619V59,LEI,213800WCJHNV1PPEAR30,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,ACCOUNTING_PERIOD,1959-11-09T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T00:00:00Z,2025-08-29T14:03:00Z,PUBLISHED,2026-08-29T00:00:00Z,506700LOLO7M6V0E4247,FULLY_CORROBORATED,OTHER_OFFICIAL_DOCUMENTS,
2138001Z3ZX76637Y583,LEI,2138004MZL92NV35HF92,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z,ACCOUNTING_PERIOD,2018-06-22T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2018-06-22T00:00:00Z,2024-07-23T07:38:31.877Z,LAPSED,2020-07-19T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,ACCOUNTS_FILING,"URL not publicly available, validated from document provided by client"
2138001Z3ZX76637Y583,LEI,213800VUQHMOGEWKNG87,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2018-01-01T00:00:00Z,2018-12-31T00:00:00Z,ACCOUNTING_PERIOD,2018-06-22T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2018-06-22T00:00:00Z,2024-07-23T07:38:31.877Z,LAPSED,2020-07-19T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,ACCOUNTS_FILING,"URL not publicly available, validated from document provided by client"
21380025KNMP3Z52AN26,LEI,213800KFVQZ945C1MY03,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,ACCOUNTING_PERIOD,2024-11-27T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02T00:00:00Z,2025-12-03T00:06:12.167Z,LAPSED,2025-12-02T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,ACCOUNTS_FILING,"URL not publicly available, validated using document provided by client"
2138002671IY6NV49882,LEI,254900YOOHS73XFNRN90,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2023-12-31T23:00:00Z,2024-12-30T23:00:00Z,ACCOUNTING_PERIOD,2025-01-20T12:44:05Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-20T12:44:05Z,2025-11-27T11:35:00Z,PUBLISHED,2027-01-23T00:00:00Z,549300O897ZC5H7CY412,PARTIALLY_CORROBORATED,SUPPORTING_DOCUMENTS,
21380026I8VMLAEDPA26,LEI,213800912CIOXUFPC625,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,ACCOUNTING_PERIOD,2016-07-06T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,OTHER_ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,2016-07-06T00:00:00Z,2025-08-26T13:07:27.240Z,PUBLISHED,2026-07-06T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,ACCOUNTS_FILING,https://www.vinci.com/vinci.nsf/en/investors-composition-group.htm
21380027VNDV66K8Y664,LEI,2138004MZL92NV35HF92,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z,ACCOUNTING_PERIOD,2017-11-15T14:55:12.363Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2017-11-15T00:00:00Z,2025-11-16T00:05:15.633Z,LAPSED,2025-11-15T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,ACCOUNTS_FILING,"URL not publicly available, validated from document provided by client"
21380027VNDV66K8Y664,LEI,213800VUQHMOGEWKNG87,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z,ACCOUNTING_PERIOD,2017-11-15T14:55:12.363Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2017-11-15T00:00:00Z,2025-11-16T00:05:15.633Z,LAPSED,2025-11-15T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,"URL not publicly available, validated from document provided by client"
2138002FMBCH5OR1KL13,LEI,8156000FE0A2DC5B7852,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,ACCOUNTING_PERIOD,2018-01-16T16:14:40.187Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16T00:00:00Z,2024-01-17T00:11:17.640Z,LAPSED,2024-01-16T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,ACCOUNTS_FILING,https://find-and-update.company-information.service.gov.uk/company/00211135/filing-history/MzM1MDU4NjM0N2FkaXF6a2N4/document?format=pdf&download=0
2138002J9849G6W6S870,LEI,0TMBS544NMO7GLCE7H90,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z,ACCOUNTING_PERIOD,2018-01-10T18:53:51.047Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2018-01-12T00:00:00Z,2024-08-06T04:07:40.243Z,LAPSED,2024-01-12T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,ACCOUNTS_FILING,https://www.aberdeenstandard.com/docs?documentId=GB-110620-119119-1&_ga=2.162472959.2124663655.1607694546-530221108.1602761205
2138002J9849G6W6S870,LEI,0TMBS544NMO7GLCE7H90,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z,ACCOUNTING_PERIOD,2018-01-10T18:53:51.047Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2018-01-12T00:00:00Z,2024-08-06T04:07:40.243Z,LAPSED,2024-01-12T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,ACCOUNTS_FILING,https://www.aberdeenstandard.com/docs?documentId=GB-110620-119119-1&_ga=2.162472959.2124663655.1607694546-530221108.1602761205
2138002U29YTPPRF1O03,LEI,969500TKFV51RUNNJK56,LEI,IS_DIRECTLY_CONSOLIDATED_BY,ACTIVE,2014-06-05T00:00:00Z,,ACCOUNTING_PERIOD,2014-06-05T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2014-06-05T00:00:00Z,2023-02-28T12:14:35.140Z,LAPSED,2020-06-16T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
2138002U29YTPPRF1O03,LEI,R0MUWSFPU8MPRO8K5P83,LEI,IS_ULTIMATELY_CONSOLIDATED_BY,ACTIVE,2014-06-05T00:00:00Z,,ACCOUNTING_PERIOD,2014-06-05T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,ACCOUNTING_STANDARD,IFRS,,,,,,,,,,,,,,,,,,,,,,,,2014-06-05T00:00:00Z,2023-02-28T12:14:35.140Z,LAPSED,2020-06-16T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
